Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Career1,Career2,Career3
D,A,D,B,C,B,D,B,B,D,D,B,Entrepreneur,Product Manager,UI/UX Designer
B,A,A,D,A,B,B,B,B,B,D,A,Data Scientist,AI Engineer,Software Developer
B,B,A,D,B,C,B,A,B,C,A,B,Data Scientist,AI Engineer,Software Developer
D,D,B,A,B,B,B,C,A,A,D,C,Product Manager,UX Designer,UI/UX Designer
A,A,D,C,C,C,A,D,C,B,D,D,Cloud Engineer,Backend Developer,Cybersecurity
A,C,D,B,B,C,B,B,D,C,D,D,Backend Developer,Data Scientist,Cybersecurity
B,A,B,C,D,C,B,D,B,C,C,D,AI Engineer,Data Scientist,Software Developer
C,B,B,A,B,A,B,D,B,B,A,A,AI Engineer,Researcher,Software Developer
D,A,C,B,A,D,A,B,C,D,A,A,Entrepreneur,Product Manager,UI/UX Designer
D,D,D,A,B,B,C,C,C,B,D,B,Product Manager,UI/UX Designer,UX Designer
A,D,D,D,D,D,A,C,C,A,C,B,UX Designer,Backend Developer,Cybersecurity
A,C,A,A,D,B,D,B,B,D,A,A,Data Scientist,Cybersecurity,Cloud Engineer
A,A,C,D,A,C,C,C,B,D,A,C,Cloud Engineer,Cybersecurity,Backend Developer
C,B,B,D,B,A,A,C,B,B,D,D,Researcher,AI Engineer,Software Developer
D,C,B,C,A,B,C,C,D,D,B,A,Entrepreneur,Product Manager,UI/UX Designer
C,A,C,A,B,B,A,A,A,B,B,D,AI Engineer,Researcher,Data Scientist
B,A,B,C,D,C,D,A,B,A,A,B,Data Scientist,Software Developer,AI Engineer
D,C,C,C,A,B,B,B,C,B,C,C,Data Scientist,Product Manager,UI/UX Designer
D,B,D,A,A,A,C,B,C,D,C,D,Entrepreneur,UI/UX Designer,Product Manager
C,D,A,D,A,C,C,A,D,C,D,A,Data Scientist,UX Designer,AI Engineer
C,C,C,C,A,B,C,A,B,B,A,B,Researcher,Data Scientist,AI Engineer
A,C,A,A,D,C,B,B,B,C,C,C,Cybersecurity,Data Scientist,Backend Developer
D,D,A,C,B,B,B,C,A,D,D,D,Entrepreneur,UX Designer,Product Manager
D,A,A,D,A,D,C,B,D,D,D,B,UI/UX Designer,Product Manager,Entrepreneur
D,C,A,D,D,B,C,A,D,D,B,C,Product Manager,Data Scientist,Entrepreneur
A,D,D,B,B,B,D,B,A,D,C,C,Cloud Engineer,Backend Developer,UX Designer
D,D,D,A,D,A,A,C,A,B,B,C,Entrepreneur,UX Designer,UI/UX Designer
C,A,D,C,D,D,C,B,A,A,D,B,Researcher,Data Scientist,AI Engineer
D,D,B,B,C,C,D,C,B,A,A,C,UI/UX Designer,Entrepreneur,UX Designer
B,C,D,C,A,D,A,A,C,C,D,C,Data Scientist,AI Engineer,Software Developer
A,A,D,C,C,D,C,C,B,D,B,C,Cybersecurity,Cloud Engineer,Backend Developer
D,B,A,C,A,C,B,C,C,D,C,A,Entrepreneur,Software Developer,UI/UX Designer
B,B,D,B,D,C,D,B,A,A,C,A,Data Scientist,AI Engineer,Software Developer
B,C,D,D,B,B,C,C,C,D,A,C,Software Developer,Data Scientist,AI Engineer
B,A,B,C,C,B,A,D,D,B,B,A,Data Scientist,AI Engineer,Software Developer
C,C,A,A,B,B,A,A,A,B,A,D,AI Engineer,Data Scientist,Researcher
A,C,D,A,B,C,B,A,C,D,A,C,Backend Developer,Cybersecurity,Data Scientist
B,A,A,B,C,C,A,C,D,B,C,B,Data Scientist,AI Engineer,Software Developer
A,C,A,B,B,B,D,D,D,D,D,C,Data Scientist,Backend Developer,Cybersecurity
D,D,C,A,B,D,A,C,B,A,C,B,UI/UX Designer,UX Designer,Product Manager
C,C,D,D,B,D,C,A,C,C,D,A,Data Scientist,Researcher,AI Engineer
C,C,C,D,C,C,D,B,B,D,B,B,Researcher,Data Scientist,AI Engineer
B,C,B,A,D,D,C,C,C,C,B,A,Software Developer,Data Scientist,AI Engineer
D,B,D,A,D,B,C,D,B,D,A,A,Product Manager,UI/UX Designer,Entrepreneur
A,B,C,C,B,C,A,C,A,C,A,B,Backend Developer,Cybersecurity,Cloud Engineer
B,C,B,D,D,C,B,C,A,B,B,C,Data Scientist,Software Developer,AI Engineer
D,A,A,D,D,D,C,B,A,B,C,C,Entrepreneur,UI/UX Designer,Product Manager
B,A,B,C,D,D,C,A,D,C,A,B,AI Engineer,Data Scientist,Software Developer
C,B,C,B,A,A,D,B,C,A,A,B,Researcher,Software Developer,Data Scientist
D,A,D,B,D,D,A,C,A,B,D,B,UI/UX Designer,Product Manager,Entrepreneur
C,A,B,A,B,A,B,A,D,B,A,B,AI Engineer,Researcher,Data Scientist
A,C,D,C,D,C,B,D,D,C,D,B,Cybersecurity,Backend Developer,Data Scientist
C,C,C,B,B,A,B,D,C,A,C,A,AI Engineer,Researcher,Data Scientist
B,D,D,C,A,D,B,B,A,B,A,D,Data Scientist,UX Designer,AI Engineer
D,B,C,B,D,A,C,D,C,A,D,B,Product Manager,Entrepreneur,Software Developer
A,A,A,A,B,C,A,C,B,D,C,C,Cybersecurity,Backend Developer,Cloud Engineer
A,B,A,A,A,D,B,D,C,A,D,A,Software Developer,Cloud Engineer,Backend Developer
D,D,D,D,C,A,A,A,B,A,C,A,UX Designer,UI/UX Designer,Entrepreneur
B,B,D,B,B,C,A,D,D,A,C,C,Software Developer,AI Engineer,Data Scientist
D,C,D,A,C,C,C,C,B,A,B,B,Product Manager,Entrepreneur,Data Scientist
D,A,C,B,C,C,A,C,B,C,A,A,Entrepreneur,UI/UX Designer,Product Manager
C,C,B,B,B,D,B,A,B,A,A,D,Data Scientist,AI Engineer,Researcher
B,C,C,D,C,D,C,B,C,B,A,D,Software Developer,Data Scientist,AI Engineer
D,C,D,A,A,D,B,B,B,A,B,A,UI/UX Designer,Entrepreneur,Product Manager
B,D,C,C,D,D,B,D,A,D,A,C,Data Scientist,Software Developer,UX Designer
C,D,A,A,B,A,D,D,C,D,A,B,Researcher,UX Designer,Data Scientist
A,A,D,A,D,D,A,C,D,A,A,D,Backend Developer,Cybersecurity,Cloud Engineer
B,B,D,C,B,A,C,C,D,D,A,C,Data Scientist,AI Engineer,Software Developer
B,D,C,B,A,D,A,D,C,A,B,A,Software Developer,AI Engineer,Data Scientist
C,A,C,A,D,C,C,C,C,A,C,B,Researcher,AI Engineer,Data Scientist
A,D,D,D,D,C,B,C,B,D,B,B,Backend Developer,UX Designer,Cloud Engineer
D,A,A,D,C,C,A,A,B,B,A,D,Entrepreneur,UI/UX Designer,Product Manager
C,D,A,B,D,C,B,D,B,C,D,B,UX Designer,Data Scientist,Researcher
A,A,B,C,D,D,D,A,A,D,D,B,Cybersecurity,Cloud Engineer,Backend Developer
A,C,A,D,D,C,D,C,A,B,D,B,Data Scientist,Cloud Engineer,Backend Developer
D,D,D,A,B,B,B,B,A,D,C,A,UI/UX Designer,UX Designer,Entrepreneur
D,C,B,A,B,A,B,D,C,B,C,A,Entrepreneur,UI/UX Designer,Data Scientist
D,D,C,C,B,D,A,D,C,A,B,A,Product Manager,Entrepreneur,UX Designer
D,D,D,A,D,A,D,C,A,A,B,C,UI/UX Designer,Entrepreneur,UX Designer
B,A,D,D,D,D,B,B,B,A,D,C,Data Scientist,Software Developer,AI Engineer
D,D,C,B,C,B,A,D,C,B,D,A,UI/UX Designer,Product Manager,Entrepreneur
C,D,A,A,D,D,A,C,D,B,D,B,AI Engineer,Data Scientist,UX Designer
D,B,D,D,C,C,C,A,D,B,C,B,Software Developer,Product Manager,UI/UX Designer
A,B,A,B,D,B,D,B,C,C,B,B,Backend Developer,Cybersecurity,Software Developer
C,C,D,D,B,C,A,C,C,A,C,A,Data Scientist,AI Engineer,Researcher
A,D,D,C,D,C,B,B,A,B,C,B,Backend Developer,UX Designer,Cloud Engineer
D,D,A,C,B,C,C,A,A,A,D,B,UI/UX Designer,UX Designer,Entrepreneur
A,C,A,C,D,B,A,D,B,C,A,D,Data Scientist,Backend Developer,Cybersecurity
D,D,B,D,A,B,B,C,C,B,D,B,UX Designer,UI/UX Designer,Product Manager
C,C,C,D,A,B,C,A,D,B,B,D,AI Engineer,Data Scientist,Researcher
B,A,A,A,A,B,C,A,D,D,D,B,Software Developer,Data Scientist,AI Engineer
B,D,D,A,C,D,B,D,A,C,C,B,UX Designer,Software Developer,AI Engineer
A,D,B,D,D,B,A,A,B,B,C,A,UX Designer,Cybersecurity,Cloud Engineer
D,A,C,C,C,C,A,D,B,A,D,C,Entrepreneur,Product Manager,UI/UX Designer
C,D,D,D,D,A,A,B,D,A,C,A,AI Engineer,Data Scientist,UX Designer
D,B,C,A,C,A,D,C,A,C,A,A,Entrepreneur,UI/UX Designer,Product Manager
C,A,C,C,B,C,B,C,D,D,D,A,Data Scientist,AI Engineer,Researcher
A,C,A,D,C,D,D,D,B,C,A,A,Data Scientist,Cybersecurity,Cloud Engineer
C,D,C,B,C,B,D,B,C,B,D,C,AI Engineer,Data Scientist,Researcher
C,D,D,A,C,A,B,D,B,A,C,A,UX Designer,AI Engineer,Data Scientist
B,A,B,A,C,A,C,D,B,A,D,B,Software Developer,AI Engineer,Data Scientist
B,C,D,B,B,D,C,D,D,D,C,D,Software Developer,AI Engineer,Data Scientist
B,A,C,B,D,A,C,B,A,D,D,B,Software Developer,Data Scientist,AI Engineer
B,B,A,D,C,D,B,B,C,D,C,A,Data Scientist,Software Developer,AI Engineer
D,A,B,B,D,A,D,A,C,C,D,C,UI/UX Designer,Product Manager,Entrepreneur
D,C,D,D,D,C,A,C,B,B,A,D,Data Scientist,Product Manager,UI/UX Designer
D,B,C,A,B,C,B,D,A,D,C,D,Entrepreneur,UI/UX Designer,Software Developer
C,A,C,A,A,B,A,C,D,C,D,A,AI Engineer,Data Scientist,Researcher
A,B,A,A,A,B,B,C,A,B,A,A,Software Developer,Backend Developer,Cloud Engineer
C,B,A,D,A,B,D,D,D,C,D,A,Researcher,Software Developer,AI Engineer
A,A,B,B,C,B,C,D,C,D,B,D,Cloud Engineer,Backend Developer,Cybersecurity
B,D,B,D,D,C,D,C,A,C,A,A,Software Developer,UX Designer,Data Scientist
B,B,B,D,A,C,A,C,A,B,D,B,Data Scientist,AI Engineer,Software Developer
A,D,D,C,C,A,D,A,B,D,D,C,Backend Developer,UX Designer,Cloud Engineer
B,C,B,C,B,C,B,A,C,A,C,B,AI Engineer,Data Scientist,Software Developer
A,B,A,A,D,C,D,A,B,B,D,D,Software Developer,Backend Developer,Cybersecurity
A,A,A,C,B,A,B,C,D,B,A,B,Cybersecurity,Backend Developer,Cloud Engineer
C,D,A,C,A,A,A,B,A,C,C,B,AI Engineer,Researcher,UX Designer
D,A,C,C,D,C,B,B,A,D,C,C,Product Manager,Entrepreneur,UI/UX Designer
C,C,C,D,B,C,D,B,C,C,A,C,Researcher,Data Scientist,AI Engineer
C,C,C,B,B,B,C,B,D,A,A,A,AI Engineer,Data Scientist,Researcher
A,A,C,B,B,B,B,D,D,C,B,A,Backend Developer,Cloud Engineer,Cybersecurity
D,D,A,C,C,A,C,A,A,D,B,C,Product Manager,UX Designer,UI/UX Designer
B,A,B,A,D,D,B,D,A,B,A,B,Software Developer,Data Scientist,AI Engineer
D,C,A,D,B,B,C,B,C,D,A,A,Data Scientist,Entrepreneur,Product Manager
C,D,B,B,D,A,B,B,D,A,C,D,AI Engineer,Data Scientist,UX Designer
B,B,D,B,B,B,B,A,D,D,D,A,Software Developer,Data Scientist,AI Engineer
B,C,B,D,C,B,B,B,A,A,A,C,Data Scientist,AI Engineer,Software Developer
A,A,A,B,A,B,D,C,A,B,C,A,Cloud Engineer,Cybersecurity,Backend Developer
B,A,C,C,C,C,C,C,A,B,D,C,Software Developer,AI Engineer,Data Scientist
B,D,C,A,C,D,B,C,B,C,B,D,Data Scientist,AI Engineer,UX Designer
B,C,C,D,B,D,A,B,A,A,B,C,AI Engineer,Data Scientist,Software Developer
D,D,B,C,C,B,A,C,A,D,C,D,Product Manager,Entrepreneur,UI/UX Designer
D,D,B,B,C,D,D,C,C,B,C,D,UX Designer,UI/UX Designer,Entrepreneur
B,A,A,D,B,B,B,C,B,B,C,A,Software Developer,Data Scientist,AI Engineer
D,D,C,D,A,C,B,A,B,B,D,A,UX Designer,Entrepreneur,Product Manager
A,B,A,D,C,B,A,D,C,D,A,B,Software Developer,Backend Developer,Cloud Engineer
D,A,D,D,D,D,C,C,B,C,C,C,UI/UX Designer,Entrepreneur,Product Manager
A,C,B,C,A,D,A,B,D,A,C,C,Data Scientist,Backend Developer,Cloud Engineer
B,D,A,B,B,A,B,D,A,A,C,A,AI Engineer,Software Developer,Data Scientist
A,C,A,C,C,C,B,C,B,C,A,C,Backend Developer,Cloud Engineer,Cybersecurity
A,B,D,C,A,D,C,B,D,B,D,D,Backend Developer,Cybersecurity,Cloud Engineer
C,D,D,B,D,B,D,D,B,A,D,D,AI Engineer,UX Designer,Researcher
A,C,A,C,C,A,D,D,A,B,C,D,Cloud Engineer,Cybersecurity,Data Scientist
B,C,A,B,B,B,C,B,C,A,D,B,AI Engineer,Software Developer,Data Scientist
A,D,D,C,A,B,B,C,B,B,D,A,Backend Developer,UX Designer,Cybersecurity
D,D,D,C,D,D,C,A,D,A,D,D,Entrepreneur,UX Designer,UI/UX Designer
A,C,B,D,A,C,B,C,D,C,A,A,Data Scientist,Cybersecurity,Cloud Engineer
C,C,A,A,B,A,D,A,B,D,C,A,Researcher,Data Scientist,AI Engineer
A,D,C,C,B,A,B,C,B,D,A,A,Backend Developer,Cloud Engineer,Cybersecurity
D,B,B,C,C,C,A,B,D,B,C,B,Entrepreneur,Product Manager,UI/UX Designer
A,B,A,C,D,B,B,D,B,C,A,D,Software Developer,Cloud Engineer,Cybersecurity
D,D,D,D,B,D,A,A,D,A,D,A,UI/UX Designer,UX Designer,Product Manager
B,A,C,C,B,C,C,B,D,B,D,D,Data Scientist,AI Engineer,Software Developer
B,A,C,B,C,B,B,A,D,A,A,D,Software Developer,Data Scientist,AI Engineer
A,B,A,B,D,D,B,C,D,C,C,A,Backend Developer,Cybersecurity,Cloud Engineer
B,C,B,A,C,B,C,D,D,A,B,D,Software Developer,AI Engineer,Data Scientist
C,C,C,C,C,D,D,C,D,B,D,A,Data Scientist,AI Engineer,Researcher
B,B,A,A,C,D,D,C,D,A,C,C,Software Developer,AI Engineer,Data Scientist
B,D,B,A,D,C,D,B,D,A,A,A,Software Developer,AI Engineer,UX Designer
A,D,B,C,B,D,D,B,C,C,A,A,Cybersecurity,Cloud Engineer,Backend Developer
B,C,A,D,B,C,D,A,B,C,B,A,AI Engineer,Data Scientist,Software Developer
D,C,C,D,D,D,D,A,A,B,A,D,UI/UX Designer,Entrepreneur,Data Scientist
C,C,B,C,C,B,A,C,C,C,C,B,Data Scientist,Researcher,AI Engineer
D,D,B,B,C,B,C,C,B,D,A,A,Entrepreneur,UI/UX Designer,UX Designer
C,C,D,B,B,C,B,D,D,B,B,B,AI Engineer,Data Scientist,Researcher
D,D,B,B,A,D,A,C,C,B,D,D,Product Manager,Entrepreneur,UX Designer
A,A,D,D,A,B,B,A,C,B,C,C,Cloud Engineer,Backend Developer,Cybersecurity
B,A,C,C,B,D,D,C,A,C,B,C,AI Engineer,Data Scientist,Software Developer
A,C,D,B,D,B,C,D,D,A,A,D,Data Scientist,Cloud Engineer,Backend Developer
B,C,C,B,A,B,D,D,C,D,A,C,Data Scientist,AI Engineer,Software Developer
C,D,A,C,A,B,D,D,C,A,A,B,Data Scientist,UX Designer,AI Engineer
A,C,C,A,B,D,A,A,D,C,C,A,Data Scientist,Cybersecurity,Cloud Engineer
A,B,B,D,D,A,D,D,D,A,D,C,Cloud Engineer,Backend Developer,Cybersecurity
B,A,A,B,B,C,B,A,C,C,A,C,Data Scientist,Software Developer,AI Engineer
A,C,A,D,C,A,B,D,B,B,C,C,Cloud Engineer,Data Scientist,Backend Developer
B,B,C,D,B,B,C,D,D,B,C,D,Software Developer,Data Scientist,AI Engineer
D,A,A,C,D,A,D,D,B,A,A,C,Product Manager,UI/UX Designer,Entrepreneur
D,A,A,C,C,C,B,C,A,A,C,A,Product Manager,Entrepreneur,UI/UX Designer
D,B,C,D,C,A,A,C,C,D,C,B,Software Developer,UI/UX Designer,Product Manager
C,D,D,C,B,D,B,A,C,A,D,B,Data Scientist,Researcher,UX Designer
C,A,D,A,C,B,D,B,A,A,D,A,Researcher,Data Scientist,AI Engineer
B,A,C,C,C,C,A,B,D,A,A,C,Data Scientist,Software Developer,AI Engineer
A,D,C,D,D,C,B,C,C,C,A,C,Cybersecurity,Cloud Engineer,UX Designer
C,A,C,A,C,A,A,B,B,D,B,C,Researcher,AI Engineer,Data Scientist
C,D,A,B,B,C,A,C,D,D,C,D,Data Scientist,Researcher,UX Designer
D,A,D,D,B,A,D,D,A,B,D,B,Entrepreneur,UI/UX Designer,Product Manager
B,C,D,A,B,D,B,A,C,A,A,C,Software Developer,Data Scientist,AI Engineer
B,D,A,B,A,D,A,B,D,C,A,C,Data Scientist,UX Designer,Software Developer
D,C,C,A,B,D,C,C,C,B,D,D,Entrepreneur,Product Manager,UI/UX Designer
B,C,C,D,B,A,B,A,A,A,C,C,AI Engineer,Data Scientist,Software Developer
C,A,D,D,D,B,B,D,B,D,C,C,Data Scientist,AI Engineer,Researcher
D,B,D,A,D,D,C,B,C,D,A,B,Product Manager,Entrepreneur,UI/UX Designer
C,C,D,B,C,A,B,A,C,D,A,B,Data Scientist,Researcher,AI Engineer
A,B,B,A,C,C,B,B,B,A,B,A,Cybersecurity,Software Developer,Backend Developer
C,B,B,C,A,A,B,C,C,A,D,A,AI Engineer,Data Scientist,Software Developer
D,D,A,A,D,B,D,B,A,D,C,B,UI/UX Designer,Entrepreneur,Product Manager
A,C,B,B,C,C,A,A,D,D,C,D,Data Scientist,Backend Developer,Cloud Engineer
D,C,C,B,D,C,C,D,C,A,B,B,UI/UX Designer,Product Manager,Data Scientist
D,A,D,A,C,C,B,A,B,B,A,D,Product Manager,UI/UX Designer,Entrepreneur
A,D,A,D,C,B,D,A,A,C,C,A,UX Designer,Backend Developer,Cybersecurity
A,C,C,D,C,D,B,B,D,C,B,A,Cloud Engineer,Backend Developer,Data Scientist
C,A,B,C,A,A,C,D,D,D,B,A,Researcher,AI Engineer,Data Scientist
B,A,A,C,C,B,B,B,D,D,D,A,Software Developer,AI Engineer,Data Scientist
C,B,D,D,A,A,D,A,B,C,B,D,Software Developer,AI Engineer,Data Scientist
A,D,A,C,B,A,A,C,B,A,B,D,Backend Developer,Cybersecurity,UX Designer
C,C,B,B,D,C,D,C,C,D,C,B,AI Engineer,Researcher,Data Scientist
D,A,D,B,A,C,D,D,C,B,A,D,UI/UX Designer,Product Manager,Entrepreneur
B,B,A,B,A,D,A,A,B,B,B,C,AI Engineer,Software Developer,Data Scientist
A,C,A,B,D,D,B,D,A,B,D,D,Cloud Engineer,Backend Developer,Cybersecurity
B,B,D,A,C,A,C,A,A,A,C,A,Data Scientist,AI Engineer,Software Developer
C,D,A,D,A,B,A,A,A,D,B,B,AI Engineer,UX Designer,Data Scientist
B,B,C,C,A,B,A,D,B,B,C,D,AI Engineer,Software Developer,Data Scientist
D,C,A,C,D,D,B,B,A,B,C,D,Entrepreneur,UI/UX Designer,Product Manager
B,B,A,A,B,B,B,D,C,C,D,D,AI Engineer,Software Developer,Data Scientist
A,C,D,A,A,D,A,B,C,B,A,B,Data Scientist,Backend Developer,Cloud Engineer
B,C,B,C,A,D,C,C,A,C,A,A,Data Scientist,AI Engineer,Software Developer
D,D,B,D,D,C,D,B,B,D,C,A,Entrepreneur,Product Manager,UX Designer
D,D,D,A,C,A,B,A,C,B,D,C,Entrepreneur,UX Designer,UI/UX Designer
B,B,A,C,D,C,D,C,A,B,D,D,Data Scientist,Software Developer,AI Engineer
B,B,B,B,C,A,C,C,D,B,C,C,AI Engineer,Data Scientist,Software Developer
D,C,B,D,C,A,D,C,A,D,B,D,UI/UX Designer,Product Manager,Entrepreneur
C,A,B,B,D,D,A,D,C,A,A,B,Researcher,AI Engineer,Data Scientist
A,C,A,C,D,C,B,B,C,C,A,A,Backend Developer,Cloud Engineer,Data Scientist
C,B,C,D,D,A,B,D,A,C,A,A,AI Engineer,Software Developer,Researcher
C,A,C,A,B,D,B,D,A,D,A,B,AI Engineer,Researcher,Data Scientist
C,D,D,B,B,C,B,D,C,B,B,D,Data Scientist,Researcher,AI Engineer
A,A,D,D,A,D,C,A,D,B,A,C,Cybersecurity,Cloud Engineer,Backend Developer
A,C,D,C,A,D,C,B,D,D,B,B,Cloud Engineer,Backend Developer,Cybersecurity
C,B,C,D,A,C,D,A,D,A,C,B,Researcher,Software Developer,Data Scientist
A,A,A,B,B,C,D,B,B,A,A,C,Cloud Engineer,Backend Developer,Cybersecurity
D,D,A,D,D,B,A,A,B,B,D,D,Entrepreneur,UI/UX Designer,Product Manager
D,A,A,C,D,D,C,A,A,C,D,A,Entrepreneur,UI/UX Designer,Product Manager
B,A,C,C,C,B,C,D,B,C,B,A,Software Developer,Data Scientist,AI Engineer
B,A,A,D,A,B,C,C,A,B,B,A,Data Scientist,Software Developer,AI Engineer
A,D,D,C,C,B,A,A,B,C,B,D,Backend Developer,Cloud Engineer,UX Designer
A,D,C,C,C,D,A,B,B,B,C,D,Backend Developer,Cloud Engineer,UX Designer
A,C,B,D,B,B,B,A,B,C,A,B,Cybersecurity,Backend Developer,Cloud Engineer
C,B,A,B,A,B,B,A,D,C,A,C,Software Developer,Data Scientist,AI Engineer
A,D,B,B,B,B,D,C,B,D,A,A,Cloud Engineer,Cybersecurity,UX Designer
D,C,A,D,D,C,A,D,A,B,D,A,UI/UX Designer,Entrepreneur,Product Manager
C,B,C,C,A,A,A,A,D,C,D,D,AI Engineer,Researcher,Data Scientist
C,C,D,D,C,D,B,B,B,D,A,C,Data Scientist,AI Engineer,Researcher
D,C,D,D,A,D,C,A,A,A,D,B,Product Manager,Data Scientist,UI/UX Designer
D,D,D,D,A,B,A,B,B,C,A,B,UI/UX Designer,Product Manager,Entrepreneur
D,C,D,C,C,D,A,B,A,A,B,A,UI/UX Designer,Entrepreneur,Product Manager
C,A,B,D,C,A,B,D,D,B,A,D,AI Engineer,Data Scientist,Researcher
A,B,B,C,A,C,C,A,B,A,C,B,Backend Developer,Software Developer,Cloud Engineer
D,A,B,A,B,A,D,D,D,D,C,C,Product Manager,Entrepreneur,UI/UX Designer
A,C,A,B,A,A,B,A,C,D,B,C,Data Scientist,Cloud Engineer,Cybersecurity
B,D,C,A,D,A,A,D,A,B,A,C,AI Engineer,UX Designer,Software Developer
C,C,C,C,C,B,C,C,C,A,D,A,AI Engineer,Data Scientist,Researcher
A,B,D,B,B,B,B,A,B,D,C,D,Software Developer,Cloud Engineer,Backend Developer
C,A,D,A,B,C,B,D,B,B,A,B,Data Scientist,Researcher,AI Engineer
A,B,D,B,C,D,C,D,A,C,B,A,Cybersecurity,Backend Developer,Software Developer
C,B,C,B,A,A,B,A,D,A,A,D,Software Developer,Data Scientist,AI Engineer
B,D,C,D,A,A,A,C,C,A,A,B,Data Scientist,Software Developer,UX Designer
B,C,C,B,A,C,C,B,D,A,A,C,Data Scientist,Software Developer,AI Engineer
A,A,D,A,D,C,B,A,A,B,A,C,Backend Developer,Cloud Engineer,Cybersecurity
D,C,C,D,D,B,C,D,B,C,B,A,Product Manager,Data Scientist,UI/UX Designer
D,B,A,A,D,C,B,C,D,C,C,B,Software Developer,UI/UX Designer,Entrepreneur
C,A,A,D,D,C,B,A,D,D,D,C,Researcher,Data Scientist,AI Engineer
D,C,D,D,A,C,C,C,D,D,B,A,Data Scientist,Product Manager,UI/UX Designer
B,D,A,D,D,C,C,A,A,C,D,B,Data Scientist,Software Developer,AI Engineer
C,A,B,D,A,C,B,C,B,D,D,D,AI Engineer,Data Scientist,Researcher
A,D,C,B,A,A,D,B,A,B,C,B,Cloud Engineer,Cybersecurity,Backend Developer
D,D,D,C,B,B,A,D,C,B,B,D,Entrepreneur,Product Manager,UX Designer
B,D,A,A,B,C,D,B,A,A,B,A,Software Developer,UX Designer,Data Scientist
A,D,D,C,A,B,D,C,C,A,C,A,Cybersecurity,Cloud Engineer,Backend Developer
D,D,A,D,D,D,D,A,C,B,B,C,UI/UX Designer,UX Designer,Product Manager
C,C,C,C,D,A,C,C,A,C,D,A,Data Scientist,Researcher,AI Engineer
C,A,B,D,B,B,D,B,D,D,A,C,AI Engineer,Data Scientist,Researcher
B,B,A,D,D,C,C,A,D,C,B,C,AI Engineer,Data Scientist,Software Developer
B,B,B,A,C,C,D,A,D,D,B,D,AI Engineer,Data Scientist,Software Developer
A,B,A,B,D,A,D,B,C,A,A,A,Cloud Engineer,Software Developer,Cybersecurity
D,B,C,D,B,A,B,D,C,A,C,C,Product Manager,UI/UX Designer,Entrepreneur
B,A,A,B,B,A,D,A,A,A,D,A,Software Developer,Data Scientist,AI Engineer
C,B,D,A,B,C,D,A,B,D,B,B,Software Developer,AI Engineer,Researcher
A,B,B,C,B,A,A,C,D,A,A,B,Backend Developer,Software Developer,Cybersecurity
C,A,D,D,B,B,D,A,A,D,C,B,Researcher,AI Engineer,Data Scientist
A,D,D,D,A,A,A,D,C,D,C,C,Backend Developer,Cloud Engineer,UX Designer
D,C,B,C,A,D,C,A,D,A,B,D,Data Scientist,Entrepreneur,Product Manager
C,A,B,C,B,A,C,B,D,D,C,A,Researcher,AI Engineer,Data Scientist
A,C,C,D,C,B,D,B,D,A,C,A,Cybersecurity,Backend Developer,Data Scientist
A,B,B,D,A,B,B,D,C,D,B,D,Cloud Engineer,Backend Developer,Software Developer
D,D,D,C,B,B,D,A,C,B,D,D,Entrepreneur,UI/UX Designer,Product Manager
A,C,B,B,A,A,B,A,B,A,A,A,Cybersecurity,Data Scientist,Backend Developer
D,A,B,A,A,A,B,C,B,D,B,C,UI/UX Designer,Entrepreneur,Product Manager
B,A,C,B,B,D,D,B,C,B,A,A,AI Engineer,Data Scientist,Software Developer
C,C,B,A,D,C,C,B,A,D,B,A,Data Scientist,AI Engineer,Researcher
C,C,D,A,C,A,D,A,D,C,D,C,AI Engineer,Data Scientist,Researcher
D,C,A,D,C,C,C,B,A,A,D,B,UI/UX Designer,Entrepreneur,Data Scientist
B,B,B,B,B,D,A,D,A,C,D,A,AI Engineer,Software Developer,Data Scientist
D,B,B,D,D,C,A,C,A,A,A,D,Product Manager,Entrepreneur,UI/UX Designer
B,D,C,C,A,C,A,A,A,D,A,C,Software Developer,Data Scientist,AI Engineer
B,C,C,C,D,D,B,C,B,C,B,D,AI Engineer,Software Developer,Data Scientist
B,D,C,A,D,B,D,A,C,C,B,B,AI Engineer,Software Developer,Data Scientist
D,A,C,B,B,C,D,D,A,C,A,A,Product Manager,Entrepreneur,UI/UX Designer
D,A,B,B,B,C,B,A,C,C,A,B,Product Manager,UI/UX Designer,Entrepreneur
C,A,A,A,C,D,C,A,A,A,D,D,Data Scientist,AI Engineer,Researcher
A,B,C,C,B,C,B,C,A,A,A,A,Cybersecurity,Software Developer,Cloud Engineer
C,C,B,D,D,D,B,C,C,C,A,D,Data Scientist,Researcher,AI Engineer
B,D,B,A,C,C,A,D,A,D,A,C,Software Developer,UX Designer,Data Scientist
A,B,A,C,A,C,A,D,C,B,C,A,Backend Developer,Cloud Engineer,Cybersecurity
C,B,D,C,D,A,B,D,B,B,A,C,Software Developer,Data Scientist,Researcher
B,D,D,C,A,B,A,D,A,C,C,B,Software Developer,Data Scientist,AI Engineer
B,A,D,D,D,A,B,C,B,D,C,B,Software Developer,Data Scientist,AI Engineer
C,A,D,A,B,C,A,D,C,D,D,A,Data Scientist,Researcher,AI Engineer
D,A,D,D,B,B,A,B,D,A,D,C,UI/UX Designer,Product Manager,Entrepreneur
